Target Distance (in),Hood Angle (deg),Shot Exit Velocity (ips),Flywheel Command Speed (ips)
404,41.9,417.22,543.75
404,36.9,406.91,517.24
404,31.9,401.41,503.33
405,76.9,NaN,NaN
405,71.9,NaN,NaN
405,66.9,NaN,NaN
405,61.9,NaN,NaN
405,56.9,NaN,NaN
405,51.9,NaN,NaN
405,46.9,NaN,NaN
405,41.9,417.71,545.00
405,36.9,407.46,518.62
405,31.9,402.07,505.00
406,76.9,NaN,NaN
406,71.9,NaN,NaN
406,66.9,NaN,NaN
406,61.9,NaN,NaN
406,56.9,NaN,NaN
406,51.9,NaN,NaN
406,46.9,NaN,NaN
406,41.9,418.19,546.25
406,36.9,408.00,520.00
406,31.9,402.73,506.67
407,76.9,NaN,NaN
407,71.9,NaN,NaN
407,66.9,NaN,NaN
407,61.9,NaN,NaN
407,56.9,NaN,NaN
407,51.9,NaN,NaN
407,46.9,NaN,NaN
407,41.9,418.68,547.50
407,36.9,408.68,521.74
407,31.9,403.39,508.33
408,76.9,NaN,NaN
408,71.9,NaN,NaN
408,66.9,NaN,NaN
408,61.9,NaN,NaN
408,56.9,NaN,NaN
408,51.9,NaN,NaN
408,46.9,NaN,NaN
408,41.9,419.16,548.75
408,36.9,409.35,523.48
408,31.9,404.05,510.00
409,76.9,NaN,NaN
409,71.9,NaN,NaN
409,66.9,NaN,NaN
409,61.9,NaN,NaN
409,56.9,NaN,NaN
409,51.9,NaN,NaN
409,46.9,NaN,NaN
409,41.9,419.65,550.00
409,36.9,410.03,525.22
409,31.9,404.71,511.67
410,76.9,NaN,NaN
410,71.9,NaN,NaN
410,66.9,NaN,NaN
410,61.9,NaN,NaN
410,56.9,NaN,NaN
410,51.9,NaN,NaN
410,46.9,NaN,NaN
410,41.9,420.13,551.25
410,36.9,410.70,526.96
410,31.9,405.37,513.33
411,76.9,NaN,NaN
411,71.9,NaN,NaN
411,66.9,NaN,NaN
411,61.9,NaN,NaN
411,56.9,NaN,NaN
411,51.9,NaN,NaN
411,46.9,NaN,NaN
411,41.9,420.62,552.50
411,36.9,411.38,528.70
411,31.9,406.03,515.00
412,76.9,NaN,NaN
412,71.9,NaN,NaN
412,66.9,NaN,NaN
412,61.9,NaN,NaN
412,56.9,NaN,NaN
412,51.9,NaN,NaN
412,46.9,NaN,NaN
412,41.9,421.10,553.75
412,36.9,412.05,530.43
412,31.9,406.68,516.67
413,76.9,NaN,NaN
413,71.9,NaN,NaN
413,66.9,NaN,NaN
413,61.9,NaN,NaN
413,56.9,NaN,NaN
413,51.9,NaN,NaN
413,46.9,NaN,NaN
413,41.9,421.59,555.00
413,36.9,412.73,532.17
413,31.9,407.34,518.33
414,76.9,NaN,NaN
414,71.9,NaN,NaN
414,66.9,NaN,NaN
414,61.9,NaN,NaN
414,56.9,NaN,NaN
414,51.9,NaN,NaN
414,46.9,NaN,NaN
414,41.9,422.07,556.25
414,36.9,413.40,533.91
414,31.9,408.00,520.00
415,76.9,NaN,NaN
415,71.9,NaN,NaN
415,66.9,NaN,NaN
415,61.9,NaN,NaN
415,56.9,NaN,NaN
415,51.9,NaN,NaN
415,46.9,NaN,NaN
415,41.9,422.56,557.50
415,36.9,414.08,535.65
415,31.9,408.87,522.22
416,76.9,NaN,NaN
416,71.9,NaN,NaN
416,66.9,NaN,NaN
416,61.9,NaN,NaN
416,56.9,NaN,NaN
416,51.9,NaN,NaN
416,46.9,NaN,NaN
416,41.9,423.04,558.75
416,36.9,414.75,537.39
416,31.9,409.73,524.44
417,76.9,NaN,NaN
417,71.9,NaN,NaN
417,66.9,NaN,NaN
417,61.9,NaN,NaN
417,56.9,NaN,NaN
417,51.9,NaN,NaN
417,46.9,NaN,NaN
417,41.9,423.53,560.00
417,36.9,415.43,539.13
417,31.9,410.59,526.67
418,76.9,NaN,NaN
418,71.9,NaN,NaN
418,66.9,NaN,NaN
418,61.9,NaN,NaN
418,56.9,NaN,NaN
418,51.9,NaN,NaN
418,46.9,NaN,NaN
418,41.9,NaN,NaN
418,36.9,416.10,540.87
418,31.9,411.45,528.89
419,76.9,NaN,NaN
419,71.9,NaN,NaN
419,66.9,NaN,NaN
419,61.9,NaN,NaN
419,56.9,NaN,NaN
419,51.9,NaN,NaN
419,46.9,NaN,NaN
419,41.9,NaN,NaN
419,36.9,416.78,542.61
419,31.9,412.32,531.11
420,76.9,NaN,NaN
420,71.9,NaN,NaN
420,66.9,NaN,NaN
420,61.9,NaN,NaN
420,56.9,NaN,NaN
420,51.9,NaN,NaN
420,46.9,NaN,NaN
420,41.9,NaN,NaN
420,36.9,417.45,544.35
420,31.9,413.18,533.33
421,76.9,NaN,NaN
421,71.9,NaN,NaN
421,66.9,NaN,NaN
421,61.9,NaN,NaN
421,56.9,NaN,NaN
421,51.9,NaN,NaN
421,46.9,NaN,NaN
421,41.9,NaN,NaN
421,36.9,418.13,546.09
421,31.9,414.04,535.56
422,76.9,NaN,NaN
422,71.9,NaN,NaN
422,66.9,NaN,NaN
422,61.9,NaN,NaN
422,56.9,NaN,NaN
422,51.9,NaN,NaN
422,46.9,NaN,NaN
422,41.9,NaN,NaN
422,36.9,418.80,547.83
422,31.9,414.90,537.78
423,76.9,NaN,NaN
423,71.9,NaN,NaN
423,66.9,NaN,NaN
423,61.9,NaN,NaN
423,56.9,NaN,NaN
423,51.9,NaN,NaN
423,46.9,NaN,NaN
423,41.9,NaN,NaN
423,36.9,419.48,549.57
423,31.9,415.76,540.00
424,76.9,NaN,NaN
424,71.9,NaN,NaN
424,66.9,NaN,NaN
424,61.9,NaN,NaN
424,56.9,NaN,NaN
424,51.9,NaN,NaN
424,46.9,NaN,NaN
424,41.9,NaN,NaN
424,36.9,420.15,551.30
424,31.9,416.63,542.22
425,76.9,NaN,NaN
425,71.9,NaN,NaN
425,66.9,NaN,NaN
425,61.9,NaN,NaN
425,56.9,NaN,NaN
425,51.9,NaN,NaN
425,46.9,NaN,NaN
425,41.9,NaN,NaN
425,36.9,420.83,553.04
425,31.9,417.49,544.44
426,76.9,NaN,NaN
426,71.9,NaN,NaN
426,66.9,NaN,NaN
426,61.9,NaN,NaN
426,56.9,NaN,NaN
426,51.9,NaN,NaN
426,46.9,NaN,NaN
426,41.9,NaN,NaN
426,36.9,421.50,554.78
426,31.9,418.35,546.67
427,76.9,NaN,NaN
427,71.9,NaN,NaN
427,66.9,NaN,NaN
427,61.9,NaN,NaN
427,56.9,NaN,NaN
427,51.9,NaN,NaN
427,46.9,NaN,NaN
427,41.9,NaN,NaN
427,36.9,422.18,556.52
427,31.9,419.21,548.89
428,76.9,NaN,NaN
428,71.9,NaN,NaN
428,66.9,NaN,NaN
428,61.9,NaN,NaN
428,56.9,NaN,NaN
428,51.9,NaN,NaN
428,46.9,NaN,NaN
428,41.9,NaN,NaN
428,36.9,422.85,558.26
428,31.9,420.08,551.11
429,76.9,NaN,NaN
429,71.9,NaN,NaN
429,66.9,NaN,NaN
429,61.9,NaN,NaN
429,56.9,NaN,NaN
429,51.9,NaN,NaN
429,46.9,NaN,NaN
429,41.9,NaN,NaN
429,36.9,423.53,560.00
429,31.9,420.94,553.33
430,76.9,NaN,NaN
430,71.9,NaN,NaN
430,66.9,NaN,NaN
430,61.9,NaN,NaN
430,56.9,NaN,NaN
430,51.9,NaN,NaN
430,46.9,NaN,NaN
430,41.9,NaN,NaN
430,36.9,424.22,561.90
430,31.9,421.80,555.56
431,76.9,NaN,NaN
431,71.9,NaN,NaN
431,66.9,NaN,NaN
431,61.9,NaN,NaN
431,56.9,NaN,NaN
431,51.9,NaN,NaN
431,46.9,NaN,NaN
431,41.9,NaN,NaN
431,36.9,424.92,563.81
431,31.9,422.66,557.78
432,76.9,NaN,NaN
432,71.9,NaN,NaN
432,66.9,NaN,NaN
432,61.9,NaN,NaN
432,56.9,NaN,NaN
432,51.9,NaN,NaN
432,46.9,NaN,NaN
432,41.9,NaN,NaN
432,36.9,425.62,565.71
432,31.9,423.53,560.00
433,76.9,NaN,NaN
433,71.9,NaN,NaN
433,66.9,NaN,NaN
433,61.9,NaN,NaN
433,56.9,NaN,NaN
433,51.9,NaN,NaN
433,46.9,NaN,NaN
433,41.9,NaN,NaN
433,36.9,426.32,567.62
433,31.9,424.07,561.48
434,76.9,NaN,NaN
434,71.9,NaN,NaN
434,66.9,NaN,NaN
434,61.9,NaN,NaN
434,56.9,NaN,NaN
434,51.9,NaN,NaN
434,46.9,NaN,NaN
434,41.9,NaN,NaN
434,36.9,427.01,569.52
434,31.9,424.61,562.96
435,76.9,NaN,NaN
435,71.9,NaN,NaN
435,66.9,NaN,NaN
435,61.9,NaN,NaN
435,56.9,NaN,NaN
435,51.9,NaN,NaN
435,46.9,NaN,NaN
435,41.9,NaN,NaN
435,36.9,427.71,571.43
435,31.9,425.15,564.44
436,76.9,NaN,NaN
436,71.9,NaN,NaN
436,66.9,NaN,NaN
436,61.9,NaN,NaN
436,56.9,NaN,NaN
436,51.9,NaN,NaN
436,46.9,NaN,NaN
436,41.9,NaN,NaN
436,36.9,428.41,573.33
436,31.9,425.70,565.93
437,76.9,NaN,NaN
437,71.9,NaN,NaN
437,66.9,NaN,NaN
437,61.9,NaN,NaN
437,56.9,NaN,NaN
437,51.9,NaN,NaN
437,46.9,NaN,NaN
437,41.9,NaN,NaN
437,36.9,429.10,575.24
437,31.9,426.24,567.41
438,76.9,NaN,NaN
438,71.9,NaN,NaN
438,66.9,NaN,NaN
438,61.9,NaN,NaN
438,56.9,NaN,NaN
438,51.9,NaN,NaN
438,46.9,NaN,NaN
438,41.9,NaN,NaN
438,36.9,429.80,577.14
438,31.9,426.78,568.89
439,76.9,NaN,NaN
439,71.9,NaN,NaN
439,66.9,NaN,NaN
439,61.9,NaN,NaN
439,56.9,NaN,NaN
439,51.9,NaN,NaN
439,46.9,NaN,NaN
439,41.9,NaN,NaN
439,36.9,430.50,579.05
439,31.9,427.32,570.37
440,76.9,NaN,NaN
440,71.9,NaN,NaN
440,66.9,NaN,NaN
440,61.9,NaN,NaN
440,56.9,NaN,NaN
440,51.9,NaN,NaN
440,46.9,NaN,NaN
440,41.9,NaN,NaN
440,36.9,431.20,580.95
440,31.9,427.86,571.85
441,76.9,NaN,NaN
441,71.9,NaN,NaN
441,66.9,NaN,NaN
441,61.9,NaN,NaN
441,56.9,NaN,NaN
441,51.9,NaN,NaN
441,46.9,NaN,NaN
441,41.9,NaN,NaN
441,36.9,431.89,582.86
441,31.9,428.41,573.33
442,76.9,NaN,NaN
442,71.9,NaN,NaN
442,66.9,NaN,NaN
442,61.9,NaN,NaN
442,56.9,NaN,NaN
442,51.9,NaN,NaN
442,46.9,NaN,NaN
442,41.9,NaN,NaN
442,36.9,432.59,584.76
442,31.9,428.95,574.81
443,76.9,NaN,NaN
443,71.9,NaN,NaN
443,66.9,NaN,NaN
443,61.9,NaN,NaN
443,56.9,NaN,NaN
443,51.9,NaN,NaN
443,46.9,NaN,NaN
443,41.9,NaN,NaN
443,36.9,433.29,586.67
443,31.9,429.49,576.30
444,76.9,NaN,NaN
444,71.9,NaN,NaN
444,66.9,NaN,NaN
444,61.9,NaN,NaN
444,56.9,NaN,NaN
444,51.9,NaN,NaN
444,46.9,NaN,NaN
444,41.9,NaN,NaN
444,36.9,433.99,588.57
444,31.9,430.03,577.78
445,76.9,NaN,NaN
445,71.9,NaN,NaN
445,66.9,NaN,NaN
445,61.9,NaN,NaN
445,56.9,NaN,NaN
445,51.9,NaN,NaN
445,46.9,NaN,NaN
445,41.9,NaN,NaN
445,36.9,434.68,590.48
445,31.9,430.58,579.26
446,76.9,NaN,NaN
446,71.9,NaN,NaN
446,66.9,NaN,NaN
446,61.9,NaN,NaN
446,56.9,NaN,NaN
446,51.9,NaN,NaN
446,46.9,NaN,NaN
446,41.9,NaN,NaN
446,36.9,435.38,592.38
446,31.9,431.12,580.74
447,76.9,NaN,NaN
447,71.9,NaN,NaN
447,66.9,NaN,NaN
447,61.9,NaN,NaN
447,56.9,NaN,NaN
447,51.9,NaN,NaN
447,46.9,NaN,NaN
447,41.9,NaN,NaN
447,36.9,436.08,594.29
447,31.9,431.66,582.22
448,76.9,NaN,NaN
448,71.9,NaN,NaN
448,66.9,NaN,NaN
448,61.9,NaN,NaN
448,56.9,NaN,NaN
448,51.9,NaN,NaN
448,46.9,NaN,NaN
448,41.9,NaN,NaN
448,36.9,436.77,596.19
448,31.9,432.20,583.70
449,76.9,NaN,NaN
449,71.9,NaN,NaN
449,66.9,NaN,NaN
449,61.9,NaN,NaN
449,56.9,NaN,NaN
449,51.9,NaN,NaN
449,46.9,NaN,NaN
449,41.9,NaN,NaN
449,36.9,437.47,598.10
449,31.9,432.75,585.19
450,76.9,NaN,NaN
450,71.9,NaN,NaN
450,66.9,NaN,NaN
450,61.9,NaN,NaN
450,56.9,NaN,NaN
450,51.9,NaN,NaN
450,46.9,NaN,NaN
450,41.9,NaN,NaN
450,36.9,438.17,600.00
450,31.9,433.29,586.67
451,76.9,NaN,NaN
451,71.9,NaN,NaN
451,66.9,NaN,NaN
451,61.9,NaN,NaN
451,56.9,NaN,NaN
451,51.9,NaN,NaN
451,46.9,NaN,NaN
451,41.9,NaN,NaN
451,36.9,NaN,NaN
451,31.9,433.83,588.15
452,76.9,NaN,NaN
452,71.9,NaN,NaN
452,66.9,NaN,NaN
452,61.9,NaN,NaN
452,56.9,NaN,NaN
452,51.9,NaN,NaN
452,46.9,NaN,NaN
452,41.9,NaN,NaN
452,36.9,NaN,NaN
452,31.9,434.37,589.63
453,76.9,NaN,NaN
453,71.9,NaN,NaN
453,66.9,NaN,NaN
453,61.9,NaN,NaN
453,56.9,NaN,NaN
453,51.9,NaN,NaN
453,46.9,NaN,NaN
453,41.9,NaN,NaN
453,36.9,NaN,NaN
453,31.9,434.92,591.11
454,76.9,NaN,NaN
454,71.9,NaN,NaN
454,66.9,NaN,NaN
454,61.9,NaN,NaN
454,56.9,NaN,NaN
454,51.9,NaN,NaN
454,46.9,NaN,NaN
454,41.9,NaN,NaN
454,36.9,NaN,NaN
454,31.9,435.46,592.59
455,76.9,NaN,NaN
455,71.9,NaN,NaN
455,66.9,NaN,NaN
455,61.9,NaN,NaN
455,56.9,NaN,NaN
455,51.9,NaN,NaN
455,46.9,NaN,NaN
455,41.9,NaN,NaN
455,36.9,NaN,NaN
455,31.9,436.00,594.07
456,76.9,NaN,NaN
456,71.9,NaN,NaN
456,66.9,NaN,NaN
456,61.9,NaN,NaN
456,56.9,NaN,NaN
456,51.9,NaN,NaN
456,46.9,NaN,NaN
456,41.9,NaN,NaN
456,36.9,NaN,NaN
456,31.9,436.54,595.56
457,76.9,NaN,NaN
457,71.9,NaN,NaN
457,66.9,NaN,NaN
457,61.9,NaN,NaN
457,56.9,NaN,NaN
457,51.9,NaN,NaN
457,46.9,NaN,NaN
457,41.9,NaN,NaN
457,36.9,NaN,NaN
457,31.9,437.08,597.04
458,76.9,NaN,NaN
458,71.9,NaN,NaN
458,66.9,NaN,NaN
458,61.9,NaN,NaN
458,56.9,NaN,NaN
458,51.9,NaN,NaN
458,46.9,NaN,NaN
458,41.9,NaN,NaN
458,36.9,NaN,NaN
458,31.9,437.63,598.52
459,76.9,NaN,NaN
459,71.9,NaN,NaN
459,66.9,NaN,NaN
459,61.9,NaN,NaN
459,56.9,NaN,NaN
459,51.9,NaN,NaN
459,46.9,NaN,NaN
459,41.9,NaN,NaN
459,36.9,NaN,NaN
459,31.9,438.17,600.00
460,76.9,NaN,NaN
460,71.9,NaN,NaN
460,66.9,NaN,NaN
460,61.9,NaN,NaN
460,56.9,NaN,NaN
460,51.9,NaN,NaN
460,46.9,NaN,NaN
460,41.9,NaN,NaN
460,36.9,NaN,NaN
460,31.9,438.61,601.29
461,76.9,NaN,NaN
461,71.9,NaN,NaN
461,66.9,NaN,NaN
461,61.9,NaN,NaN
461,56.9,NaN,NaN
461,51.9,NaN,NaN
461,46.9,NaN,NaN
461,41.9,NaN,NaN
461,36.9,NaN,NaN
461,31.9,439.05,602.58
462,76.9,NaN,NaN
462,71.9,NaN,NaN
462,66.9,NaN,NaN
462,61.9,NaN,NaN
462,56.9,NaN,NaN
462,51.9,NaN,NaN
462,46.9,NaN,NaN
462,41.9,NaN,NaN
462,36.9,NaN,NaN
462,31.9,439.49,603.87
463,76.9,NaN,NaN
463,71.9,NaN,NaN
463,66.9,NaN,NaN
463,61.9,NaN,NaN
463,56.9,NaN,NaN
463,51.9,NaN,NaN
463,46.9,NaN,NaN
463,41.9,NaN,NaN
463,36.9,NaN,NaN
463,31.9,439.93,605.16
464,76.9,NaN,NaN
464,71.9,NaN,NaN
464,66.9,NaN,NaN
464,61.9,NaN,NaN
464,56.9,NaN,NaN
464,51.9,NaN,NaN
464,46.9,NaN,NaN
464,41.9,NaN,NaN
464,36.9,NaN,NaN
464,31.9,440.38,606.45
465,76.9,NaN,NaN
465,71.9,NaN,NaN
465,66.9,NaN,NaN
465,61.9,NaN,NaN
465,56.9,NaN,NaN
465,51.9,NaN,NaN
465,46.9,NaN,NaN
465,41.9,NaN,NaN
465,36.9,NaN,NaN
465,31.9,440.82,607.74
466,76.9,NaN,NaN
466,71.9,NaN,NaN
466,66.9,NaN,NaN
466,61.9,NaN,NaN
466,56.9,NaN,NaN
466,51.9,NaN,NaN
466,46.9,NaN,NaN
466,41.9,NaN,NaN
466,36.9,NaN,NaN
466,31.9,441.26,609.03
467,76.9,NaN,NaN
467,71.9,NaN,NaN
467,66.9,NaN,NaN
467,61.9,NaN,NaN
467,56.9,NaN,NaN
467,51.9,NaN,NaN
467,46.9,NaN,NaN
467,41.9,NaN,NaN
467,36.9,NaN,NaN
467,31.9,441.70,610.32
468,76.9,NaN,NaN
468,71.9,NaN,NaN
468,66.9,NaN,NaN
468,61.9,NaN,NaN
468,56.9,NaN,NaN
468,51.9,NaN,NaN
468,46.9,NaN,NaN
468,41.9,NaN,NaN
468,36.9,NaN,NaN
468,31.9,442.14,611.61
469,76.9,NaN,NaN
469,71.9,NaN,NaN
469,66.9,NaN,NaN
469,61.9,NaN,NaN
469,56.9,NaN,NaN
469,51.9,NaN,NaN
469,46.9,NaN,NaN
469,41.9,NaN,NaN
469,36.9,NaN,NaN
469,31.9,442.58,612.90
470,76.9,NaN,NaN
470,71.9,NaN,NaN
470,66.9,NaN,NaN
470,61.9,NaN,NaN
470,56.9,NaN,NaN
470,51.9,NaN,NaN
470,46.9,NaN,NaN
470,41.9,NaN,NaN
470,36.9,NaN,NaN
470,31.9,443.02,614.19
471,76.9,NaN,NaN
471,71.9,NaN,NaN
471,66.9,NaN,NaN
471,61.9,NaN,NaN
471,56.9,NaN,NaN
471,51.9,NaN,NaN
471,46.9,NaN,NaN
471,41.9,NaN,NaN
471,36.9,NaN,NaN
471,31.9,443.46,615.48
472,76.9,NaN,NaN
472,71.9,NaN,NaN
472,66.9,NaN,NaN
472,61.9,NaN,NaN
472,56.9,NaN,NaN
472,51.9,NaN,NaN
472,46.9,NaN,NaN
472,41.9,NaN,NaN
472,36.9,NaN,NaN
472,31.9,443.91,616.77
473,76.9,NaN,NaN
473,71.9,NaN,NaN
473,66.9,NaN,NaN
473,61.9,NaN,NaN
473,56.9,NaN,NaN
473,51.9,NaN,NaN
473,46.9,NaN,NaN
473,41.9,NaN,NaN
473,36.9,NaN,NaN
473,31.9,444.35,618.06
474,76.9,NaN,NaN
474,71.9,NaN,NaN
474,66.9,NaN,NaN
474,61.9,NaN,NaN
474,56.9,NaN,NaN
474,51.9,NaN,NaN
474,46.9,NaN,NaN
474,41.9,NaN,NaN
474,36.9,NaN,NaN
474,31.9,444.79,619.35
475,76.9,NaN,NaN
475,71.9,NaN,NaN
475,66.9,NaN,NaN
475,61.9,NaN,NaN
475,56.9,NaN,NaN
475,51.9,NaN,NaN
475,46.9,NaN,NaN
475,41.9,NaN,NaN
475,36.9,NaN,NaN
475,31.9,445.23,620.65
476,76.9,NaN,NaN
476,71.9,NaN,NaN
476,66.9,NaN,NaN
476,61.9,NaN,NaN
476,56.9,NaN,NaN
476,51.9,NaN,NaN
476,46.9,NaN,NaN
476,41.9,NaN,NaN
476,36.9,NaN,NaN
476,31.9,445.67,621.94
477,76.9,NaN,NaN
477,71.9,NaN,NaN
477,66.9,NaN,NaN
477,61.9,NaN,NaN
477,56.9,NaN,NaN
477,51.9,NaN,NaN
477,46.9,NaN,NaN
477,41.9,NaN,NaN
477,36.9,NaN,NaN
477,31.9,446.11,623.23
478,76.9,NaN,NaN
478,71.9,NaN,NaN
478,66.9,NaN,NaN
478,61.9,NaN,NaN
478,56.9,NaN,NaN
478,51.9,NaN,NaN
478,46.9,NaN,NaN
478,41.9,NaN,NaN
478,36.9,NaN,NaN
478,31.9,446.55,624.52
479,76.9,NaN,NaN
479,71.9,NaN,NaN
479,66.9,NaN,NaN
479,61.9,NaN,NaN
479,56.9,NaN,NaN
479,51.9,NaN,NaN
479,46.9,NaN,NaN
479,41.9,NaN,NaN
479,36.9,NaN,NaN
479,31.9,446.99,625.81
480,76.9,NaN,NaN
480,71.9,NaN,NaN
480,66.9,NaN,NaN
480,61.9,NaN,NaN
480,56.9,NaN,NaN
480,51.9,NaN,NaN
480,46.9,NaN,NaN
480,41.9,NaN,NaN
480,36.9,NaN,NaN
480,31.9,447.44,627.10
481,76.9,NaN,NaN
481,71.9,NaN,NaN
481,66.9,NaN,NaN
481,61.9,NaN,NaN
481,56.9,NaN,NaN
481,51.9,NaN,NaN
481,46.9,NaN,NaN
481,41.9,NaN,NaN
481,36.9,NaN,NaN
481,31.9,447.88,628.39
482,76.9,NaN,NaN
482,71.9,NaN,NaN
482,66.9,NaN,NaN
482,61.9,NaN,NaN
482,56.9,NaN,NaN
482,51.9,NaN,NaN
482,46.9,NaN,NaN
482,41.9,NaN,NaN
482,36.9,NaN,NaN
482,31.9,448.32,629.68
483,76.9,NaN,NaN
483,71.9,NaN,NaN
483,66.9,NaN,NaN
483,61.9,NaN,NaN
483,56.9,NaN,NaN
483,51.9,NaN,NaN
483,46.9,NaN,NaN
483,41.9,NaN,NaN
483,36.9,NaN,NaN
483,31.9,448.76,630.97
484,76.9,NaN,NaN
484,71.9,NaN,NaN
484,66.9,NaN,NaN
484,61.9,NaN,NaN
484,56.9,NaN,NaN
484,51.9,NaN,NaN
484,46.9,NaN,NaN
484,41.9,NaN,NaN
484,36.9,NaN,NaN
484,31.9,449.20,632.26
485,76.9,NaN,NaN
485,71.9,NaN,NaN
485,66.9,NaN,NaN
485,61.9,NaN,NaN
485,56.9,NaN,NaN
485,51.9,NaN,NaN
485,46.9,NaN,NaN
485,41.9,NaN,NaN
485,36.9,NaN,NaN
485,31.9,449.64,633.55
486,76.9,NaN,NaN
486,71.9,NaN,NaN
486,66.9,NaN,NaN
486,61.9,NaN,NaN
486,56.9,NaN,NaN
486,51.9,NaN,NaN
486,46.9,NaN,NaN
486,41.9,NaN,NaN
486,36.9,NaN,NaN
486,31.9,450.08,634.84
487,76.9,NaN,NaN
487,71.9,NaN,NaN
487,66.9,NaN,NaN
487,61.9,NaN,NaN
487,56.9,NaN,NaN
487,51.9,NaN,NaN
487,46.9,NaN,NaN
487,41.9,NaN,NaN
487,36.9,NaN,NaN
487,31.9,450.53,636.13
488,76.9,NaN,NaN
488,71.9,NaN,NaN
488,66.9,NaN,NaN
488,61.9,NaN,NaN
488,56.9,NaN,NaN
488,51.9,NaN,NaN
488,46.9,NaN,NaN
488,41.9,NaN,NaN
488,36.9,NaN,NaN
488,31.9,450.97,637.42
489,76.9,NaN,NaN
489,71.9,NaN,NaN
489,66.9,NaN,NaN
489,61.9,NaN,NaN
489,56.9,NaN,NaN
489,51.9,NaN,NaN
489,46.9,NaN,NaN
489,41.9,NaN,NaN
489,36.9,NaN,NaN
489,31.9,451.41,638.71
490,76.9,NaN,NaN
490,71.9,NaN,NaN
490,66.9,NaN,NaN
490,61.9,NaN,NaN
490,56.9,NaN,NaN
490,51.9,NaN,NaN
490,46.9,NaN,NaN
490,41.9,NaN,NaN
490,36.9,NaN,NaN
490,31.9,451.85,640.00
491,76.9,NaN,NaN
491,71.9,NaN,NaN
491,66.9,NaN,NaN
491,61.9,NaN,NaN
491,56.9,NaN,NaN
491,51.9,NaN,NaN
491,46.9,NaN,NaN
491,41.9,NaN,NaN
491,36.9,NaN,NaN
491,31.9,452.34,641.08
492,76.9,NaN,NaN
492,71.9,NaN,NaN
492,66.9,NaN,NaN
492,61.9,NaN,NaN
492,56.9,NaN,NaN
492,51.9,NaN,NaN
492,46.9,NaN,NaN
492,41.9,NaN,NaN
492,36.9,NaN,NaN
492,31.9,452.83,642.16
493,76.9,NaN,NaN
493,71.9,NaN,NaN
493,66.9,NaN,NaN
493,61.9,NaN,NaN
493,56.9,NaN,NaN
493,51.9,NaN,NaN
493,46.9,NaN,NaN
493,41.9,NaN,NaN
493,36.9,NaN,NaN
493,31.9,453.32,643.24
494,76.9,NaN,NaN
494,71.9,NaN,NaN
494,66.9,NaN,NaN
494,61.9,NaN,NaN
494,56.9,NaN,NaN
494,51.9,NaN,NaN
494,46.9,NaN,NaN
494,41.9,NaN,NaN
494,36.9,NaN,NaN
494,31.9,453.81,644.32
495,76.9,NaN,NaN
495,71.9,NaN,NaN
495,66.9,NaN,NaN
495,61.9,NaN,NaN
495,56.9,NaN,NaN
495,51.9,NaN,NaN
495,46.9,NaN,NaN
495,41.9,NaN,NaN
495,36.9,NaN,NaN
495,31.9,454.30,645.41
496,76.9,NaN,NaN
496,71.9,NaN,NaN
496,66.9,NaN,NaN
496,61.9,NaN,NaN
496,56.9,NaN,NaN
496,51.9,NaN,NaN
496,46.9,NaN,NaN
496,41.9,NaN,NaN
496,36.9,NaN,NaN
496,31.9,454.79,646.49
497,76.9,NaN,NaN
497,71.9,NaN,NaN
497,66.9,NaN,NaN
497,61.9,NaN,NaN
497,56.9,NaN,NaN
497,51.9,NaN,NaN
497,46.9,NaN,NaN
497,41.9,NaN,NaN
497,36.9,NaN,NaN
497,31.9,455.28,647.57
498,76.9,NaN,NaN
498,71.9,NaN,NaN
498,66.9,NaN,NaN
498,61.9,NaN,NaN
498,56.9,NaN,NaN
498,51.9,NaN,NaN
498,46.9,NaN,NaN
498,41.9,NaN,NaN
498,36.9,NaN,NaN
498,31.9,455.77,648.65
499,76.9,NaN,NaN
499,71.9,NaN,NaN
499,66.9,NaN,NaN
499,61.9,NaN,NaN
499,56.9,NaN,NaN
499,51.9,NaN,NaN
499,46.9,NaN,NaN
499,41.9,NaN,NaN
499,36.9,NaN,NaN
499,31.9,456.26,649.73
500,76.9,NaN,NaN
500,71.9,NaN,NaN
500,66.9,NaN,NaN
500,61.9,NaN,NaN
500,56.9,NaN,NaN
500,51.9,NaN,NaN
500,46.9,NaN,NaN
500,41.9,NaN,NaN
500,36.9,NaN,NaN
500,31.9,456.75,650.81
501,76.9,NaN,NaN
501,71.9,NaN,NaN
501,66.9,NaN,NaN
501,61.9,NaN,NaN
501,56.9,NaN,NaN
501,51.9,NaN,NaN
501,46.9,NaN,NaN
501,41.9,NaN,NaN
501,36.9,NaN,NaN
501,31.9,457.24,651.89
502,76.9,NaN,NaN
502,71.9,NaN,NaN
502,66.9,NaN,NaN
502,61.9,NaN,NaN
502,56.9,NaN,NaN
502,51.9,NaN,NaN
502,46.9,NaN,NaN
502,41.9,NaN,NaN
502,36.9,NaN,NaN
502,31.9,457.73,652.97
503,76.9,NaN,NaN
503,71.9,NaN,NaN
503,66.9,NaN,NaN
503,61.9,NaN,NaN
503,56.9,NaN,NaN
503,51.9,NaN,NaN
503,46.9,NaN,NaN
503,41.9,NaN,NaN
503,36.9,NaN,NaN
503,31.9,458.22,654.05
504,76.9,NaN,NaN
504,71.9,NaN,NaN
504,66.9,NaN,NaN
